IMDB ID,Title,Year,Date Published,Genre,Duration,Country,Language,Director,Writer,Production Company,Actors,Avg Rating,# of Ratings,Lifetime_Gross,Lifetime Gross - Adjusted ($),Decade
tt0062824,Coogan's Bluff,1968,1969-03-07,"Action, Comedy, Crime",93,USA,English,Don Siegel,"Herman Miller, Dean Riesner",Universal Pictures,"Clint Eastwood, Lee J. Cobb, Susan Clark, Tisha Sterling, Don Stroud, Betty Field, Tom Tully, Melodie Johnson, James Edwards, Rudy Diaz, David Doyle, Louis Zorich, Meg Myles, Marjorie Bennett, Seymour Cassel",6.5,14491,"$3,110,000.00","$22,440,884.20",1960-1969
tt0062994,Funny Girl,1968,1969-04-04,"Biography, Comedy, Drama",151,USA,English,William Wyler,"Isobel Lennart, Isobel Lennart",Columbia Pictures,"Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis, Walter Pidgeon, Lee Allen, Mae Questel, Gerald Mohr, Frank Faylen, Mittie Lawrence, Gertrude Flynn, Penny Santon, John Harmon, Thordis Brandt, Bettina Brenna",7.4,17228,"$52,223,306.00","$376,828,669.53",1960-1969
tt0063161,Journey to Shiloh,1968,1968-05-17,"Drama, War, Western",101,USA,English,William Hale,"Heck Allen, Gene L. Coon",Universal Pictures,"James Caan, Michael Sarrazin, Brenda Scott, Don Stroud, Paul Petersen, Michael Burns, Jan-Michael Vincent, Harrison Ford, John Doucette, Noah Beery Jr., Tisha Sterling, James Gammon, Brian Avery, Clarke Gordon, Robert Pine",5.6,753,"$407,500.00","$2,940,405.24",1960-1969
tt0063227,The Lion in Winter,1968,1969-06-20,"Biography, Drama, History",134,"UK, USA",English,Anthony Harvey,"James Goldman, James Goldman",Haworth Productions,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle, Nigel Terry, Timothy Dalton, Jane Merrow, Nigel Stock, Kenneth Ives, O.Z. Whitehead, Fran Stafford, Ella More, Kenneth Griffith, Henry Woolf, Karol Hagar",7.9,27432,"$18,177.00","$131,160.11",1960-1969
tt0063374,The Odd Couple,1968,1968-11-08,Comedy,105,USA,English,Gene Saks,"Neil Simon, Neil Simon",Paramount Pictures,"Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman, David Sheiner, Larry Haines, Monica Evans, Carole Shelley, Iris Adrian",7.7,29686,"$44,527,234.00","$321,295,981.27",1960-1969
tt0063442,Planet of the Apes,1968,1968-05-10,"Adventure, Sci-Fi",112,USA,English,Franklin J. Schaffner,"Michael Wilson, Rod Serling",APJAC Productions,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore, James Daly, Linda Harrison, Robert Gunner, Lou Wagner, Woodrow Parfrey, Jeff Burton, Buck Kartalian, Norman Burton, Wright King, Paul Lambert",8.0,158123,"$32,589,624.00","$235,157,549.25",1960-1969
tt0064115,Butch Cassidy and the Sundance Kid,1969,1969-12-26,"Biography, Crime, Drama",110,USA,"English, Spanish",George Roy Hill,William Goldman,Campanile Productions,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop",8.0,191264,"$102,308,889.00","$700,013,029.70",1960-1969
tt0064276,Easy Rider,1969,1970-03-27,"Adventure, Drama",95,USA,"English, Spanish, Greek, Ancient (to 1453)",Dennis Hopper,"Peter Fonda, Dennis Hopper",Pando Company Inc.,"Peter Fonda, Dennis Hopper, Antonio Mendoza, Phil Spector, Mac Mashourian, Warren Finnerty, Tita Colorado, Luke Askew, Luana Anders, Sabrina Scharf, Sandy Brown Wyeth, Robert Walker Jr., Robert Ball, Carmen Phillips, Ellie Wood Walker",7.3,92580,"$123,276.00","$843,473.20",1960-1969
tt0064665,Midnight Cowboy,1969,1971-03-26,"Drama, Western",113,USA,"English, Italian",John Schlesinger,"Waldo Salt, James Leo Herlihy",Jerome Hellman Productions,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver, Brenda Vaccaro, Barnard Hughes, Ruth White, Jennifer Salt, Gilman Rankin, Gary Owens, T. Tom Marlow, George Eppersen, Al Scott, Linda Davis, J.T. Masters",7.8,93226,"$44,785,053.00","$306,426,166.31",1960-1969
tt0064757,On Her Majesty's Secret Service,1969,1970-02-13,"Action, Adventure, Thriller",142,UK,"English, German, French",Peter R. Hunt,"Simon Raven, Richard Maibaum",Eon Productions,"George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti, Ilse Steppat, Lois Maxwell, George Baker, Bernard Lee, Bernard Horsfall, Desmond Llewelyn, Yuri Borienko, Virginia North, Geoffrey Cheshire, Irvin Allen, Terence Mountain",6.7,73518,"$22,774,493.00","$155,826,556.23",1960-1969
tt0064782,Paint Your Wagon,1969,1970-09-25,"Comedy, Drama, Musical",164,USA,English,Joshua Logan,"Alan Jay Lerner, Alan Jay Lerner",Alan Jay Lerner Productions,"Lee Marvin, Clint Eastwood, Jean Seberg, Harve Presnell, Ray Walston, Tom Ligon, Alan Dexter, William O'Connell, Benny Baker, Alan Baxter, Paula Trueman, Robert Easton, Geoffrey Norman, H.B. Haggerty, Terry Jenkins",6.6,11337,"$14,500,000.00","$99,211,212.53",1960-1969
tt0065134,Two Mules for Sister Sara,1970,1971-03-26,"Adventure, Romance, War",116,"Mexico, USA","English, Spanish, French, Latin",Don Siegel,"Budd Boetticher, Albert Maltz",The Malpaso Company,"Shirley MacLaine, Clint Eastwood, Manolo Fábregas, Alberto Morin, Armando Silvestre, John Kelly, David Povall, Ada Carrasco, Pancho Córdova, José Chávez, Pedro Galván, José Ángel Espinosa 'Ferrusquilla', Enrique Lucero, Aurora Muñoz, Xavier Marc",7.0,21903,"$5,050,000.00","$32,682,740.98",1970-1979
tt0065214,The Wild Bunch,1969,1971-03-05,"Action, Adventure, Western",135,USA,"English, Spanish, German",Sam Peckinpah,"Walon Green, Sam Peckinpah",Warner Brothers/Seven Arts,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien, Warren Oates, Jaime Sánchez, Ben Johnson, Emilio Fernández, Strother Martin, L.Q. Jones, Albert Dekker, Bo Hopkins, Dub Taylor, Paul Harper, Jorge Russek",7.9,73451,"$638,641.00","$4,369,679.17",1960-1969
tt0065377,Airport,1970,1970-07-31,"Action, Drama, Thriller",137,USA,"English, Italian","George Seaton, Henry Hathaway","Arthur Hailey, George Seaton",Universal Pictures,"Burt Lancaster, Dean Martin, Jean Seberg, Jacqueline Bisset, George Kennedy, Helen Hayes, Van Heflin, Maureen Stapleton, Barry Nelson, Dana Wynter, Lloyd Nolan, Barbara Hale, Gary Collins, John Findlater, Jessie Royce Landis",6.6,16269,"$100,489,151.00","$650,348,691.76",1970-1979
tt0065462,Beneath the Planet of the Apes,1970,1970-07-24,"Action, Adventure, Sci-Fi",95,USA,English,Ted Post,"Paul Dehn, Mort Abrahams",Twentieth Century Fox,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison, Paul Richards, Victor Buono, James Gregory, Jeff Corey, Natalie Trundy, Thomas Gomez, Don Pedro Colley, David Watson, Tod Andrews, Eldon Burke, Gregory Sierra",6.1,39595,"$18,999,718.00","$122,962,942.99",1970-1979
tt0065488,The Boys in the Band,1970,1970-03-17,Drama,118,USA,English,William Friedkin,"Mart Crowley, Mart Crowley",Cinema Center Films,"Kenneth Nelson, Frederick Combs, Cliff Gorman, Laurence Luckinbill, Keith Prentice, Peter White, Reuben Greene, Robert La Tourneaux, Leonard Frey",7.6,3778,"$2,695.00","$17,441.58",1970-1979
tt0065775,Getting Straight,1970,1971-07-09,"Comedy, Drama, Romance",124,USA,English,Richard Rush,"Robert Kaufman, Ken Kolb",Columbia Pictures,"Elliott Gould, Candice Bergen, Robert F. Lyons, Jeff Corey, Max Julien, Cecil Kellaway, Jon Lormer, Leonard Stone, William Bramley, Jeannie Berlin, John Rubinstein, Richard Anders, Brenda Sykes, Jenny Sullivan, Gregory Sierra",6.4,1018,"$13,300,000.00","$86,075,337.63",1970-1979
tt0065916,Joe,1970,1970-07-15,"Drama, Thriller",107,USA,English,John G. Avildsen,Norman Wexler,Cannon Group,"Susan Sarandon, Patrick McDermott, Tim Lewis, Estelle Omens, Bob O'Connell, Marlene Warfield, Dennis Patrick, Audrey Caire, Mary Case, Jenny Paine, Peter Boyle, Reid Cruickshanks, Rudy Churney, K Callan, Robert Emerick",6.8,2577,"$19,319,254.00","$125,030,925.62",1970-1979
tt0065938,Kelly's Heroes,1970,1970-10-09,"Adventure, Comedy, War",144,USA,"English, French, German",Brian G. Hutton,Troy Kennedy-Martin,Metro-Goldwyn-Mayer (MGM),"Clint Eastwood, Telly Savalas, Don Rickles, Carroll O'Connor, Donald Sutherland, Gavin MacLeod, Hal Buckley, Stuart Margolin, Jeff Morris, Richard Davalos, Perry Lopez, Tom Troupe, Harry Dean Stanton, Dick Balduzzi, Gene Collins",7.6,42362,"$5,200,000.00","$33,653,515.46",1970-1979
tt0065988,Little Big Man,1970,1971-07-30,"Adventure, Comedy, Drama",139,USA,English,Arthur Penn,"Thomas Berger, Calder Willingham",Cinema Center Films,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam, Richard Mulligan, Jeff Corey, Aimee Eccles, Kelly Jean Peters, Carole Androsky, Robert Little Star, Cal Bellini, Ruben Moreno, Steve Shemayne, William Hickey, James Anderson",7.6,31084,"$31,559,552.00","$204,248,052.17",1970-1979
tt0066011,Love Story,1970,1971-04-16,"Drama, Romance",100,USA,English,Arthur Hiller,Erich Segal,Paramount Pictures,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland, Russell Nype, Katharine Balfour, Sydney Walker, Robert Modica, Walker Daniels, Tommy Lee Jones, John Merensky, Andrew Duncan, Charlotte Ford, Sudie Bond, Julie Garfield",6.9,27788,"$106,397,186.00","$688,584,489.30",1970-1979
tt0066181,On a Clear Day You Can See Forever,1970,1972-03-01,"Comedy, Drama, Fantasy",129,USA,English,Vincente Minnelli,"Alan Jay Lerner, Alan Jay Lerner",Paramount Pictures,"Barbra Streisand, Yves Montand, Bob Newhart, Larry Blyden, Simon Oakland, Jack Nicholson, John Richardson, Pamela Brown, Irene Handl, Roy Kinnear, Peter Crowcroft, Byron Webster, Mabel Albertson, Laurie Main, Kermit Murdock",6.4,3350,"$14,000,000.00","$90,605,618.56",1970-1979
tt0066206,Patton,1970,1970-05-01,"Biography, Drama, War",172,USA,"English, German, French, Russian, Arabic, Italian",Franklin J. Schaffner,"Francis Ford Coppola, Edmund H. North",Twentieth Century Fox,"George C. Scott, Karl Malden, Stephen Young, Michael Strong, Carey Loftin, Albert Dumortier, Frank Latimore, Morgan Paull, Karl Michael Vogler, Bill Hickman, Pat Zurica, James Edwards, Lawrence Dobkin, David Bauer, John Barrie",7.9,89435,"$61,749,765.00","$399,633,975.25",1970-1979
tt0066434,THX 1138,1971,1971-03-11,"Drama, Sci-Fi, Thriller",86,USA,English,George Lucas,"George Lucas, George Lucas",American Zoetrope,"Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie, Ian Wolfe, Marshall Efron, Sid Haig, John Pearce, Irene Cagen, Gary Alan Marsh, John Seaton, Eugene I. Stillman, Jack Walsh, Mark Lawhead, Robert Feero",6.7,45363,"$2,437,000.00","$15,109,821.21",1970-1979
tt0066819,The Beguiled,1971,1972-05-12,"Drama, Thriller, War",105,USA,"English, French",Don Siegel,"Albert Maltz, Irene Kamp",The Malpaso Company,"Clint Eastwood, Geraldine Page, Elizabeth Hartman, Jo Ann Harris, Darleen Carr, Mae Mercer, Pamelyn Ferdin, Melody Thomas Scott, Peggy Drier, Patricia Mattick, Charlie Briggs, George Dunn, Charles G. Martin, Matt Clark, Patrick Culliton",7.2,14504,"$1,100,000.00","$6,820,190.12",1970-1979
tt0066995,Diamonds Are Forever,1971,1972-01-14,"Action, Adventure, Thriller",120,UK,"English, German",Guy Hamilton,"Richard Maibaum, Tom Mankiewicz",Eon Productions,"Sean Connery, Jill St. John, Charles Gray, Lana Wood, Jimmy Dean, Bruce Cabot, Putter Smith, Bruce Glover, Norman Burton, Joseph Fürst, Bernard Lee, Desmond Llewelyn, Leonard Barr, Lois Maxwell, Margaret Lacey",6.6,88473,"$43,819,547.00","$271,688,765.15",1970-1979
tt0066999,Dirty Harry,1971,1972-07-14,"Action, Crime, Thriller",102,USA,English,Don Siegel,"Harry Julian Fink, Rita M. Fink",The Malpaso Company,"Clint Eastwood, Harry Guardino, Reni Santoni, John Vernon, Andrew Robinson, John Larch, John Mitchum, Mae Mercer, Lyn Edgington, Ruth Kobart, Woodrow Parfrey, Josef Sommer, William Paterson, James Nolan, Maurice Argent",7.7,134515,"$35,976,000.00","$223,057,418.07",1970-1979
tt0067065,Escape from the Planet of the Apes,1971,1971-08-13,"Action, Sci-Fi",98,USA,English,Don Taylor,"Paul Dehn, Pierre Boulle",Twentieth Century Fox,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden, William Windom, Sal Mineo, Albert Salmi, Jason Evers, John Randolph, Harry Lauter, M. Emmet Walsh, Roy Glenn, Peter Forster, Norman Burton",6.3,30017,"$12,348,905.00","$76,565,345.38",1970-1979
tt0067093,Fiddler on the Roof,1971,1971-12-17,"Drama, Family, Musical",181,USA,"English, Hebrew, Russian",Norman Jewison,"Sholom Aleichem, Arnold Perl",The Mirisch Production Company,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock, Elaine Edwards, Candy Bonstein, Shimen Ruskin, Zvee Scooler, Louis Zorich",8.0,36048,"$10,404,330.00","$64,508,644.28",1970-1979
tt0067116,The French Connection,1971,1971-12-26,"Action, Crime, Drama",104,USA,"English, French",William Friedkin,"Ernest Tidyman, Robin Moore",Philip D'Antoni Productions,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi, Frédéric de Pasquale, Bill Hickman, Ann Rebbot, Harold Gary, Arlene Farber, Eddie Egan, André Ernotte, Sonny Grosso, Benny Marino, Patrick McDermott",7.7,101750,"$51,700,000.00","$320,548,935.80",1970-1979
tt0067328,The Last Picture Show,1971,1972-11-10,Drama,118,USA,English,Peter Bogdanovich,"Larry McMurtry, Peter Bogdanovich",Columbia Pictures,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson, Cloris Leachman, Ellen Burstyn, Eileen Brennan, Clu Gulager, Sam Bottoms, Sharon Ullrick, Randy Quaid, Joe Heathcock, Bill Thurman, Barc Doyle, Jessie Lee Fulton",8.0,38740,"$29,133,000.00","$180,629,635.33",1970-1979
tt0067588,Play Misty for Me,1971,1972-06-16,"Drama, Thriller",102,USA,English,Clint Eastwood,"Jo Heims, Dean Riesner",The Malpaso Company,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch, Jack Ging, Irene Hervey, James McEachin, Clarice Taylor, Don Siegel, Duke Everts, George Fargo, Mervin W. Frates, Tim Frawley, Otis Kadani, Britt Lind",7.0,23723,"$10,600,000.00","$65,721,832.10",1970-1979
tt0067927,Vanishing Point,1971,1971-10-22,"Action, Crime, Thriller",99,USA,English,Richard C. Sarafian,"Guillermo Cabrera Infante, Malcolm Hart",Cupid Productions,"Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger, Victoria Medlin, Paul Koslo, Robert Donner, Timothy Scott, Gilda Texter, Anthony James, Arthur Malet, Karl Swenson, Severn Darden, Delaney & Bonnie & Friends, Lee Weaver",7.2,25234,"$12,442,673.00","$77,146,723.19",1970-1979
tt0068408,Conquest of the Planet of the Apes,1972,1972-10-13,"Action, Sci-Fi",88,USA,English,J. Lee Thompson,"Paul Dehn, Pierre Boulle",Twentieth Century Fox,"Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy, Severn Darden, Hari Rhodes, Lou Wagner, John Randolph, Asa Maynor, H.M. Wynant, David Chow, Buck Kartalian, John Dennis, Paul Comi, Gordon Jump",6.1,28493,"$9,043,472.00","$54,327,251.76",1970-1979
tt0068646,The Godfather,1972,1972-08-25,"Crime, Drama",175,USA,"English, Italian, Latin",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",Paramount Pictures,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Diane Keaton, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond",9.2,1482143,"$134,966,411.00","$810,789,726.48",1970-1979
tt0068699,High Plains Drifter,1973,1974-02-22,"Drama, Mystery, Western",105,USA,English,Clint Eastwood,Ernest Tidyman,The Malpaso Company,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan, Jack Ging, Stefan Gierasch, Ted Hartley, Billy Curtis, Geoffrey Lewis, Scott Walker, Walter Barnes, Paul Brinegar, Richard Bull, Robert Donner, John Hillerman",7.5,46382,"$15,700,000.00","$88,792,340.09",1970-1979
tt0068768,Joe Kidd,1972,1972-12-22,Western,88,USA,"English, Spanish",John Sturges,Elmore Leonard,The Malpaso Company,"Clint Eastwood, Robert Duvall, John Saxon, Don Stroud, Stella Garcia, James Wainwright, Paul Koslo, Gregory Walcott, Dick Van Patten, Lynne Marta, John Carter, Pepe Hern, Joaquín Martínez, Ron Soble, Pepe Callahan",6.5,15489,"$6,330,000.00","$38,026,490.67",1970-1979
tt0069113,The Poseidon Adventure,1972,1973-04-20,"Action, Adventure, Drama",117,USA,"English, Hebrew",Ronald Neame,"Paul Gallico, Stirling Silliphant",Twentieth Century Fox,"Gene Hackman, Ernest Borgnine, Red Buttons, Carol Lynley, Roddy McDowall, Stella Stevens, Shelley Winters, Jack Albertson, Pamela Sue Martin, Arthur O'Connell, Eric Shea, Fred Sadoff, Sheila Allen, Jan Arvan, Byron Webster",7.1,38482,"$84,563,118.00","$507,999,781.62",1970-1979
tt0069495,"What's Up, Doc?",1972,1972-07-14,Comedy,94,USA,English,Peter Bogdanovich,"Buck Henry, David Newman",Warner Bros.,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars, Austin Pendleton, Michael Murphy, Philip Roth, Sorrell Booke, Stefan Gierasch, Mabel Albertson, Liam Dunn, John Hillerman, George Morfogen, Graham Jarvis, Randy Quaid",7.7,17891,"$66,000,000.00","$396,484,736.84",1970-1979
tt0069704,American Graffiti,1973,1974-05-31,"Comedy, Drama",110,USA,English,George Lucas,"George Lucas, Gloria Katz",Universal Pictures,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams, Candy Clark, Mackenzie Phillips, Wolfman Jack, Bo Hopkins, Manuel Padilla Jr., Beau Gentry, Harrison Ford, Jim Bohan, Jana Bellan, Deby Celiz",7.4,76383,"$115,000,000.00","$650,389,752.25",1970-1979
tt0069768,Battle for the Planet of the Apes,1973,1973-09-07,"Action, Sci-Fi",93,USA,English,J. Lee Thompson,"Pierre Boulle, Paul Dehn",Apjac International,"Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden, Lew Ayres, John Huston, Paul Williams, Austin Stoker, Noah Keen, Richard Eastham, France Nuyen, Paul Stevens, Heather Lowe, Bobby Porter, Michael Stearns",5.5,27372,"$8,844,595.00","$50,021,164.79",1970-1979
tt0069946,The Day of the Dolphin,1973,1974-08-16,"Drama, Sci-Fi, Thriller",104,USA,English,Mike Nichols,"Buck Henry, Robert Merle",Embassy Pictures,"George C. Scott, Trish Van Devere, Paul Sorvino, John Dehner, Severn Darden, Elizabeth Wilson, William Roerick, Phyllis Davis, Pat Zurica, Jon Korkes, Edward Herrmann, Leslie Charleson, Victoria Racimo, John David Carson, Willie Myers",6.1,2479,"$2,300,000.00","$13,007,795.05",1970-1979
tt0070047,The Exorcist,1973,1974-05-31,Horror,122,USA,"English, Latin, Greek, French, German, Arabic, Kurdish",William Friedkin,"William Peter Blatty, William Peter Blatty",Warner Bros.,"Ellen Burstyn, Max von Sydow, Lee J. Cobb, Kitty Winn, Jack MacGowran, Jason Miller, Linda Blair, William O'Malley, Barton Heyman, Peter Masterson, Rudolf Schündler, Gina Petrushka, Robert Symonds, Arthur Storch, Thomas Bermingham",8.0,342273,"$232,906,145.00","$1,317,215,390.82",1970-1979
tt0070328,Live and Let Die,1973,1973-08-17,"Action, Adventure, Thriller",121,UK,"English, Hungarian",Guy Hamilton,Tom Mankiewicz,Eon Productions,"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James, Julius Harris, Geoffrey Holder, David Hedison, Gloria Hendry, Bernard Lee, Lois Maxwell, Tommy Lane, Earl Jolly Brown, Roy Stewart, Lon Satton, Arnold Williams",6.8,89593,"$35,377,836.00","$200,081,582.53",1970-1979
tt0070355,Magnum Force,1973,1974-02-01,"Action, Crime, Mystery",124,USA,English,Ted Post,"Harry Julian Fink, Rita M. Fink",The Malpaso Company,"Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul, Tim Matheson, Kip Niven, Robert Urich, Felton Perry, Maurice Argent, Margaret Avery, Richard Devon, Tony Giorgio, Jack Kosslyn, Bob March, Bob McClurg",7.2,52362,"$39,768,000.00","$224,910,431.89",1970-1979
tt0070511,Papillon,1973,1974-05-24,"Biography, Crime, Drama",151,"France, USA","English, Spanish",Franklin J. Schaffner,"Dalton Trumbo, Lorenzo Semple Jr.",Corona-General,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon, Anthony Zerbe, Robert Deman, Woodrow Parfrey, Bill Mumy, George Coulouris, Ratna Assan, William Smithers, Val Avery, Gregory Sierra, Vic Tayback, Mills Watson",8.0,115033,"$53,267,000.00","$301,254,877.68",1970-1979
tt0070666,Serpico,1973,1974-10-11,"Biography, Crime, Drama",130,"Italy, USA","English, Italian, Spanish",Sidney Lumet,"Peter Maas, Waldo Salt",Artists Entertainment Complex,"Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-Young, Cornelia Sharpe, Tony Roberts, John Medici, Allan Rich, Norman Ornellas, Edward Grover, Albert Henderson, Hank Garrett, Damien Leake, Joseph Bova",7.7,99611,"$29,800,000.00","$168,535,779.28",1970-1979
